Date,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank
2022-05-30,293480,하나제약,KOSPI,,20600,1,600,3.0,20200,20650,19950,52257,1066297400,366122687600,17772946,STK,618
2022-05-30,023410,유진기업,KOSDAQ,우량기업부,4720,1,40,0.85,4685,4725,4600,200290,941730665,364907273360,77310863,KSQ,619
2022-05-30,122900,아이마켓코리아,KOSPI,,10900,1,100,0.93,10850,10950,10800,57650,626541950,364374356000,33428840,STK,620
2022-05-30,009290,광동제약,KOSPI,,6950,1,80,1.16,6920,7020,6880,74233,516886200,364324914450,52420851,STK,621
2022-05-30,065350,신성델타테크,KOSDAQ,우량기업부,13250,1,200,1.53,13250,13300,13050,79005,1040075550,364162311000,27483948,KSQ,622
2022-05-30,277810,레인보우로보틱스,KOSDAQ,기술성장기업부,22550,1,800,3.68,22100,22700,22050,103924,2338262250,363849075700,16135214,KSQ,623
2022-05-30,002310,아세아제지,KOSPI,,40450,3,0,0.0,40500,40700,40200,24966,1007833050,362290505900,8956502,STK,624
2022-05-30,081000,일진다이아,KOSPI,,25500,1,600,2.41,24950,25850,24900,30877,784749900,362175862500,14202975,STK,625
2022-05-30,339770,교촌에프앤비,KOSPI,,14450,1,300,2.12,14250,14450,14250,26663,383305000,360997703000,24982540,STK,626
2022-05-30,059090,미코,KOSDAQ,우량기업부,10750,1,50,0.47,10850,10850,10550,204695,2183332100,359230363500,33416778,KSQ,627
2022-05-30,121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,8360,1,70,0.84,8310,8420,8310,20666,172842260,358115798480,42836818,KSQ,628
2022-05-30,034950,한국기업평가,KOSDAQ,우량기업부,78800,3,0,0.0,78900,79000,77900,2511,196867700,357792503200,4540514,KSQ,629
2022-05-30,032300,한국파마,KOSDAQ,우량기업부,32350,1,400,1.25,32250,32600,32000,21941,709796450,352831777350,10906701,KSQ,630
2022-05-30,123420,위메이드플레이,KOSDAQ,우량기업부,30700,1,1350,4.6,30200,31500,29700,470345,14418548200,352124149400,11469842,KSQ,631
2022-05-30,007460,에이프로젠 MED,KOSPI,,1715,2,-80,-4.46,1780,1835,1705,6216008,10998357125,352102882145,205307803,STK,632
2022-05-30,126560,현대퓨처넷,KOSPI,,3195,1,45,1.43,3180,3200,3145,90988,289498375,352098409275,110202945,STK,633
2022-05-30,083790,크리스탈지노믹스,KOSDAQ,기술성장기업부,5080,1,40,0.79,5040,5100,5030,135107,683406680,351772148880,69246486,KSQ,634
2022-05-30,217330,싸이토젠,KOSDAQ,기술성장기업부,59400,2,-100,-0.17,59100,59800,59100,1431,85083000,351730328400,5921386,KSQ,635
2022-05-30,900140,엘브이엠씨홀딩스,KOSPI,,3535,1,55,1.58,3490,3535,3475,236142,830672480,351574474895,99455297,STK,636
2022-05-30,271980,제일약품,KOSPI,,23800,1,250,1.06,23550,24000,23550,15315,363891300,349975953600,14704872,STK,637
2022-05-30,002150,도화엔지니어링,KOSPI,,10350,1,250,2.48,10100,10550,10050,861847,8870640350,349002000000,33720000,STK,638
2022-05-30,00088K,한화3우B,KOSPI,,15500,1,150,0.98,15300,15550,15300,29149,449595200,348316000000,22472000,STK,639
2022-05-30,005500,삼진제약,KOSPI,,25000,1,650,2.67,24500,25200,24450,21953,548539250,347500000000,13900000,STK,640
2022-05-30,000490,대동,KOSPI,,14500,3,0,0.0,14700,14700,14350,154613,2239111000,347019133000,23932354,STK,641
2022-05-30,064290,인텍플러스,KOSDAQ,우량기업부,27300,1,550,2.06,27200,27350,26700,74982,2034642500,346845462600,12704962,KSQ,642
2022-05-30,002020,코오롱,KOSPI,,27450,1,700,2.62,26950,27500,26850,26411,721414500,346595393700,12626426,STK,643
2022-05-30,272550,삼양패키징,KOSPI,,21900,3,0,0.0,21900,22000,21650,23927,519844300,345771894900,15788671,STK,644
2022-05-30,095720,웅진씽크빅,KOSPI,,2990,1,25,0.84,2990,3015,2960,183568,548203375,345362895150,115505985,STK,645
2022-05-30,115450,HLB테라퓨틱스,KOSDAQ,중견기업부,11000,2,-350,-3.08,11400,11500,10850,296196,3307692800,344687321000,31335211,KSQ,646
2022-05-30,042600,새로닉스,KOSDAQ,우량기업부,27650,1,400,1.47,27450,27800,27050,73817,2027343700,343511821100,12423574,KSQ,647
2022-05-30,377190,디앤디플랫폼리츠,KOSPI,,5330,3,0,0.0,5320,5330,5290,96640,513490780,343252000000,64400000,STK,648
2022-05-30,032620,유비케어,KOSDAQ,우량기업부,6550,1,160,2.5,6460,6610,6410,120202,784754550,341891260450,52197139,KSQ,649
2022-05-30,052400,코나아이,KOSDAQ,우량기업부,21950,1,250,1.15,22000,22150,21800,66607,1459151800,341522640100,15559118,KSQ,650
2022-05-30,039440,에스티아이,KOSDAQ,우량기업부,21500,1,1200,5.91,20550,21900,20250,1140534,24464291400,340345000000,15830000,KSQ,651
2022-05-30,002460,화성산업,KOSPI,,27300,1,2650,10.75,24700,27550,24300,805660,21529149050,339906840000,12450800,STK,652
2022-05-30,032820,우리기술,KOSDAQ,벤처기업부,2310,2,-25,-1.07,2345,2360,2300,3005833,6997647845,339552196830,146992293,KSQ,653
2022-05-30,078070,유비쿼스홀딩스,KOSDAQ,중견기업부,18150,1,350,1.97,17750,18150,17750,6298,113565150,339343798200,18696628,KSQ,654
2022-05-30,017940,E1,KOSPI,,49400,2,-50,-0.1,49600,49700,49400,10372,513020900,338884000000,6860000,STK,655
2022-05-30,213500,한솔제지,KOSPI,,14200,1,100,0.71,14100,14300,14000,87453,1239631200,337968179200,23800576,STK,656
2022-05-30,265520,AP시스템,KOSDAQ,우량기업부,22100,1,400,1.84,21950,22250,21900,58104,1283889250,337719404100,15281421,KSQ,657
2022-05-30,002990,금호건설,KOSPI,,9120,1,70,0.77,9110,9170,9080,114888,1048221180,337016786400,36953595,STK,658
2022-05-30,000020,동화약품,KOSPI,,12050,1,200,1.69,11950,12150,11900,96191,1159286750,336574213500,27931470,STK,659
2022-05-30,072710,농심홀딩스,KOSPI,,72500,1,800,1.12,71700,74000,71700,1536,111410500,336239775000,4637790,STK,660
2022-05-30,001500,현대차증권,KOSPI,,10600,1,100,0.95,10550,10600,10500,27149,286619100,336153157200,31712562,STK,661
2022-05-30,034810,해성산업,KOSDAQ,우량기업부,12750,3,0,0.0,12850,12850,12650,28741,366328850,336042799500,26356298,KSQ,662
2022-05-30,084680,이월드,KOSPI,,2360,1,50,2.16,2335,2410,2335,177824,421396865,334662615480,141806193,STK,664
2022-05-30,048870,시너지이노베이션,KOSDAQ,벤처기업부,4160,1,90,2.21,4105,4180,4090,285750,1185676575,334577959040,80427394,KSQ,665
2022-05-30,389260,대명에너지,KOSDAQ,중견기업부,19650,1,150,0.77,20050,21700,19600,3091189,63071698350,334050000000,17000000,KSQ,666
2022-05-30,281740,레이크머티리얼즈,KOSDAQ,우량기업부,5080,2,-60,-1.17,5170,5170,5030,686711,3504642630,333911183840,65730548,KSQ,667
2022-05-30,009410,태영건설,KOSPI,,8580,1,180,2.14,8470,8580,8430,34747,296093390,333754260840,38899098,STK,668
2022-05-30,179290,엠아이텍,KOSDAQ,벤처기업부,10600,1,450,4.43,10200,10750,10200,492488,5207427250,333114730800,31425918,KSQ,669
2022-05-30,029530,신도리코,KOSPI,,33000,1,100,0.3,33100,33100,32850,6197,204019550,332640957000,10080029,STK,670
2022-05-30,046440,KG모빌리언스,KOSDAQ,우량기업부,8560,3,0,0.0,8630,8650,8530,159250,1365220050,332346862080,38825568,KSQ,671
2022-05-30,020120,키다리스튜디오,KOSPI,,9100,1,160,1.79,9080,9390,9000,512004,4708344890,332252793600,36511296,STK,672
2022-05-30,010690,화신,KOSPI,,9500,1,920,10.72,8990,9790,8920,3945289,37400996810,331743895000,34920410,STK,673
2022-05-30,204270,제이앤티씨,KOSDAQ,우량기업부,5720,1,40,0.7,5740,5740,5670,31161,177805920,330893225520,57848466,KSQ,674
2022-05-30,136490,선진,KOSPI,,13900,1,550,4.12,13550,14300,13200,1470241,20480754400,330536495600,23779604,STK,675
2022-05-30,365270,큐라클,KOSDAQ,기술성장기업부,23950,1,200,0.84,23950,24400,23600,372708,8929857850,330173933600,13785968,KSQ,676
2022-05-30,084690,대상홀딩스,KOSPI,,9100,1,50,0.55,9150,9180,9080,48906,446395310,329534095800,36212538,STK,677
2022-05-30,001520,동양,KOSPI,,1380,1,20,1.47,1370,1385,1365,209595,288478110,329384006940,238684063,STK,678
2022-05-30,067990,도이치모터스,KOSDAQ,우량기업부,10650,2,-150,-1.39,10750,10850,10450,174018,1854829800,329033070600,30895124,KSQ,679
2022-05-30,035810,이지홀딩스,KOSDAQ,우량기업부,5050,1,470,10.26,4975,5460,4730,31264112,161158998455,328986517250,65145845,KSQ,680
2022-05-30,237880,클리오,KOSDAQ,투자주의환기종목(소속부없음),18200,1,600,3.41,17700,18200,17700,49543,893679550,328898624600,18071353,KSQ,681
2022-05-30,053610,프로텍,KOSDAQ,우량기업부,29800,2,-1200,-3.87,31400,31400,29500,88862,2712327200,327800000000,11000000,KSQ,682
2022-05-30,317400,자이에스앤디,KOSPI,,8450,3,0,0.0,8490,8500,8430,46608,393992020,327712294000,38782520,STK,683
2022-05-30,206640,바디텍메드,KOSDAQ,우량기업부,13900,3,0,0.0,14000,14100,13800,62968,877572650,326463184000,23486560,KSQ,684
2022-05-30,002960,한국쉘석유,KOSPI,,251000,2,-500,-0.2,251500,252000,250500,716,179771000,326300000000,1300000,STK,685
2022-05-30,095570,AJ네트웍스,KOSPI,,6960,2,-70,-1.0,7020,7100,6900,54614,382025640,325883173200,46822295,STK,686
2022-05-30,001630,종근당홀딩스,KOSPI,,65000,1,100,0.15,65100,65500,64800,2811,183246400,325640965000,5009861,STK,687
2022-05-30,004700,조광피혁,KOSPI,,48950,1,650,1.35,47850,49150,47850,2107,103174900,325475305100,6649138,STK,688
2022-05-30,042420,네오위즈홀딩스,KOSDAQ,우량기업부,36700,1,1500,4.26,36150,37300,35600,94230,3431633800,325046982200,8856866,KSQ,689
2022-05-30,023160,태광,KOSDAQ,우량기업부,12250,2,-250,-2.0,12550,12550,12100,184026,2273001000,324625000000,26500000,KSQ,690
2022-05-30,000480,조선내화,KOSPI,,81100,1,100,0.12,81400,81500,80100,519,41866100,324400000000,4000000,STK,691
2022-05-30,016580,환인제약,KOSPI,,17400,1,450,2.65,16950,17400,16950,18263,313377300,323641218000,18600070,STK,692
2022-05-30,084110,휴온스글로벌,KOSDAQ,우량기업부,25550,1,450,1.79,25350,25850,25350,25156,644016450,322479120600,12621492,KSQ,693
2022-05-30,068290,삼성출판사,KOSPI,,32150,1,50,0.16,31850,34000,31650,297750,9677615600,321500000000,10000000,STK,694
2022-05-30,092190,서울바이오시스,KOSDAQ,우량기업부,8410,1,180,2.19,8330,8450,8320,68564,576088230,321460921730,38223653,KSQ,695
2022-05-30,033500,동성화인텍,KOSDAQ,우량기업부,10800,2,-450,-4.0,11250,11250,10750,261179,2854897300,319950324000,29625030,KSQ,696
2022-05-30,260870,SK시그넷,KONEX,일반기업부,55300,1,1100,2.03,54500,57000,54400,10313,569415800,319933947200,5785424,KNX,697
2022-05-30,094820,일진파워,KOSDAQ,우량기업부,21200,2,-100,-0.47,21600,21700,21150,268015,5729860950,319668630800,15078709,KSQ,698
2022-05-30,252990,샘씨엔에스,KOSDAQ,기술성장기업부,6370,1,70,1.11,6400,6400,6310,85135,541497430,319479999020,50153846,KSQ,699
2022-05-30,314130,지놈앤컴퍼니,KOSDAQ,기술성장기업부,22700,1,500,2.25,22800,23000,22100,39469,888432650,319304351700,14066271,KSQ,700
2022-05-30,194700,노바렉스,KOSDAQ,우량기업부,35450,1,700,2.01,35000,35450,34750,11922,419543450,319182583000,9003740,KSQ,701
2022-05-30,001200,유진투자증권,KOSPI,,3295,1,20,0.61,3295,3315,3285,134081,442062395,319174847310,96866418,STK,702
2022-05-30,033160,엠케이전자,KOSDAQ,우량기업부,14600,1,200,1.39,14700,14750,14500,96377,1409325300,318392259400,21807689,KSQ,703
2022-05-30,004380,삼익THK,KOSPI,,15150,1,550,3.77,14800,15200,14600,225203,3378038600,318150000000,21000000,STK,704
2022-05-30,000140,하이트진로홀딩스,KOSPI,,13700,1,400,3.01,13550,13750,13400,32609,445281250,317932680500,23206765,STK,705
2022-05-30,404990,신한서부티엔디리츠,KOSPI,,5680,1,20,0.35,5610,5680,5580,63563,359540170,317829421120,55955884,STK,706
2022-05-30,005810,풍산홀딩스,KOSPI,,30450,1,600,2.01,31750,31900,30300,50311,1553434150,316970127600,10409528,STK,707
2022-05-30,011040,경동제약,KOSDAQ,우량기업부,10250,1,50,0.49,10300,10300,10150,66479,679152850,315379851500,30768766,KSQ,708
2022-05-30,096240,크레버스,KOSDAQ,우량기업부,27300,1,250,0.92,27050,27350,27050,15925,432620650,315144757200,11543764,KSQ,709
2022-05-30,036200,유니셈,KOSDAQ,우량기업부,10250,1,250,2.5,10100,10350,10100,173160,1768088400,314308285750,30664223,KSQ,710
2022-05-30,033180,KH 필룩스,KOSPI,,2050,1,55,2.76,2020,2070,2005,822610,1677924830,314143191050,153240581,STK,711
2022-05-30,043610,지니뮤직,KOSDAQ,우량기업부,5400,1,530,10.88,5610,5750,5230,5636040,30868664830,313823365200,58115438,KSQ,712
2022-05-30,002780,진흥기업,KOSPI,,2155,1,55,2.62,2135,2165,2100,1042669,2233841790,313491610475,145471745,STK,713
2022-05-30,00104K,CJ4우(전환),KOSPI,,74000,1,600,0.82,73200,74400,73200,8765,647052100,312761888000,4226512,STK,714
2022-05-30,100130,동국S&C,KOSDAQ,우량기업부,5460,1,60,1.11,5610,5610,5390,335273,1831791660,312000780000,57143000,KSQ,715
2022-05-30,038290,마크로젠,KOSDAQ,우량기업부,28750,1,300,1.05,28450,29050,28250,25496,731432250,311690250000,10841400,KSQ,716
2022-05-30,101360,이엔드디,KOSDAQ,우량기업부,30050,2,-150,-0.5,30200,30450,29550,78621,2351669500,310127509150,10320383,KSQ,717
2022-05-30,263720,디앤씨미디어,KOSDAQ,중견기업부,25250,1,550,2.23,25200,25500,24700,24443,614261200,309946552750,12275111,KSQ,718
2022-05-30,029460,케이씨,KOSPI,,22850,1,500,2.24,22750,23000,22600,27908,637063400,309709905400,13554044,STK,719
2022-05-30,009580,무림P&P,KOSPI,,4965,1,55,1.12,4905,5080,4855,1292589,6410830725,309658728660,62368324,STK,720
2022-05-30,094480,갤럭시아머니트리,KOSDAQ,우량기업부,7880,1,120,1.55,7980,8120,7840,183086,1453066520,309131123440,39229838,KSQ,721
2022-05-30,282880,코윈테크,KOSDAQ,우량기업부,31650,2,-550,-1.71,32150,32450,31650,102857,3281568150,308599305450,9750373,KSQ,722
2022-05-30,216080,제테마,KOSDAQ,기술성장기업부,17300,1,400,2.37,17050,17450,17050,23096,398549300,307979080700,17802259,KSQ,723
2022-05-30,008040,사조동아원,KOSPI,,2180,1,85,4.06,2115,2275,2110,23678916,52305098505,307695228000,141144600,STK,724
2022-05-30,006910,보성파워텍,KOSDAQ,중견기업부,6260,1,10,0.16,6310,6370,6250,999651,6285247690,307552698240,49129824,KSQ,725
2022-05-30,118990,모트렉스,KOSDAQ,중견기업부,37250,3,0,0.0,37300,37850,36900,177025,6624858900,307470253750,8254235,KSQ,726
2022-05-30,107590,미원홀딩스,KOSPI,,132500,3,0,0.0,131500,133000,130000,1259,165685500,307400000000,2320000,STK,727
2022-05-30,001780,알루코,KOSPI,,3410,1,55,1.64,3355,3450,3350,323951,1102206005,306188101120,89791232,STK,728
2022-05-30,036030,케이티알파,KOSDAQ,중견기업부,6240,1,60,0.97,6190,6250,6170,25043,155684240,305880325920,49019283,KSQ,729
2022-05-30,245620,EDGC,KOSDAQ,기술성장기업부,3635,1,15,0.41,3620,3655,3615,187616,681613880,305616009185,84075931,KSQ,730
2022-05-30,226950,올릭스,KOSDAQ,기술성장기업부,22300,2,-500,-2.19,22900,23150,22100,54249,1219653600,305580468000,13703160,KSQ,731
2022-05-30,006060,화승인더,KOSPI,,5520,1,40,0.73,5490,5550,5480,37012,203902540,305366400000,55320000,STK,732
2022-05-30,009520,포스코엠텍,KOSDAQ,우량기업부,7330,2,-60,-0.81,7500,7510,7310,1378316,10198168990,305241012990,41642703,KSQ,733
2022-05-30,001250,GS글로벌,KOSPI,,3685,2,-25,-0.67,3710,3760,3655,1660983,6152538880,304136920340,82533764,STK,734
2022-05-30,008350,남선알미늄,KOSPI,,2760,1,55,2.03,2715,2785,2705,1543979,4250181825,304094288400,110179090,STK,735
2022-05-30,030210,다올투자증권,KOSPI,,5040,1,70,1.41,5040,5050,4950,145049,728315360,303983023680,60314092,STK,736
2022-05-30,108230,톱텍,KOSDAQ,중견기업부,7990,1,140,1.78,7950,8030,7930,60167,479395170,303805727550,38023245,KSQ,737
2022-05-30,399720,가온칩스,KOSDAQ,벤처기업부,26350,3,0,0.0,26800,27300,26100,791690,21106761600,302717232000,11488320,KSQ,738
2022-05-30,065680,우주일렉트로,KOSDAQ,우량기업부,30350,1,150,0.5,30500,30650,30000,24414,738971400,301503577000,9934220,KSQ,739
2022-05-30,077970,STX엔진,KOSPI,,13100,2,-150,-1.13,13250,13300,13000,37868,497026700,301416642400,23008904,STK,740
2022-05-30,251370,와이엠티,KOSDAQ,우량기업부,19950,2,-100,-0.5,20200,20200,19950,24885,498760800,301257708150,15100637,KSQ,741
2022-05-30,216280,원텍,KONEX,일반기업부,47500,1,600,1.28,48000,49900,47100,9814,468074150,300676900000,6330040,KNX,742
2022-05-30,138080,오이솔루션,KOSDAQ,우량기업부,28300,1,350,1.25,28300,28450,28150,22107,624698300,300661888500,10624095,KSQ,743
2022-05-30,045100,한양이엔지,KOSDAQ,우량기업부,16650,1,350,2.15,16500,16700,16450,132550,2194799200,299700000000,18000000,KSQ,744
2022-05-30,077500,유니퀘스트,KOSPI,,10950,1,50,0.46,11050,11050,10900,91110,995858350,299405576250,27342975,STK,745
2022-05-30,019680,대교,KOSPI,,3530,1,40,1.15,3535,3535,3490,18702,65770380,299001060500,84702850,STK,746
2022-05-30,015860,일진홀딩스,KOSPI,,6040,1,710,13.32,5360,6400,5360,16538388,101697571020,298058797320,49347483,STK,747
2022-05-30,122990,와이솔,KOSDAQ,우량기업부,10550,3,0,0.0,10600,10650,10500,25323,267832700,297372227550,28186941,KSQ,748
2022-05-30,025770,한국정보통신,KOSDAQ,우량기업부,7940,1,90,1.15,7860,8090,7850,13187,104976230,297307511740,37444271,KSQ,749
2022-05-30,002030,아세아,KOSPI,,135500,1,2000,1.5,135000,136000,132000,1203,161677500,296883752000,2191024,STK,750
2022-05-30,183490,엔지켐생명과학,KOSDAQ,기술성장기업부,21250,1,200,0.95,21450,21600,21050,62728,1339499550,296092570000,13933768,KSQ,751
2022-05-30,005960,동부건설,KOSPI,,12850,1,100,0.78,12750,12900,12750,30802,394704450,293936682500,22874450,STK,752
2022-05-30,011785,금호석유우,KOSPI,,97200,1,600,0.62,96800,97600,96700,6592,640733800,293882839200,3023486,STK,753
2022-05-30,340570,티앤엘,KOSDAQ,벤처기업부,36050,1,250,0.7,35850,36250,35750,14268,514109500,293014400000,8128000,KSQ,754
2022-05-30,214870,뉴지랩파마,KOSDAQ,중견기업부,9350,3,0,0.0,9270,9430,9220,70421,657096740,292898427250,31326035,KSQ,755
2022-05-30,126700,하이비젼시스템,KOSDAQ,우량기업부,19550,1,450,2.36,19400,19650,19200,132276,2568501050,292118289600,14942112,KSQ,756
2022-05-30,179900,유티아이,KOSDAQ,벤처기업부,18000,1,100,0.56,17850,18300,17850,32895,593536350,291724110000,16206895,KSQ,757
2022-05-30,013580,계룡건설,KOSPI,,32650,1,150,0.46,32700,33000,32500,20604,674449550,291594113550,8930907,STK,758
2022-05-30,037710,광주신세계,KOSPI,,36350,1,750,2.11,36250,36350,35500,6591,235773050,290800000000,8000000,STK,759
2022-05-30,131370,알서포트,KOSDAQ,벤처기업부,5440,1,90,1.68,5390,5450,5350,120665,653335670,289772931520,53267083,KSQ,760
2022-05-30,009680,모토닉,KOSPI,,8770,2,-40,-0.45,8800,8850,8770,11498,101157310,289410000000,33000000,STK,761
2022-05-30,194370,제이에스코퍼레이션,KOSPI,,21700,1,700,3.33,21500,21800,21150,59611,1286190450,289382541700,13335601,STK,762
2022-05-30,018470,조일알미늄,KOSPI,,2310,1,20,0.87,2290,2350,2270,1680762,3888644385,289285275510,125231721,STK,763
2022-05-30,006490,인스코비,KOSPI,,2630,3,0,0.0,2705,2705,2615,173467,456111745,289008956310,109889337,STK,764
2022-05-30,036800,나이스정보통신,KOSDAQ,우량기업부,28900,1,400,1.4,29100,29100,28850,4452,128934900,289000000000,10000000,KSQ,765
2022-05-30,014620,성광벤드,KOSDAQ,중견기업부,10100,2,-300,-2.88,10550,10600,10100,282512,2903157050,288860000000,28600000,KSQ,766
2022-05-30,001130,대한제분,KOSPI,,170500,1,1000,0.59,171500,171500,169500,8961,1526632500,288145000000,1690000,STK,767
2022-05-30,143160,아이디스,KOSDAQ,우량기업부,26850,1,150,0.56,26700,27250,26700,17786,480577150,287735071500,10716390,KSQ,768
2022-05-30,003960,사조대림,KOSPI,,31300,1,300,0.97,31300,31700,31150,21495,676235700,286847817100,9164467,STK,769
2022-05-30,004980,성신양회,KOSPI,,11700,1,200,1.74,11550,11800,11400,124114,1448442200,286838054100,24516073,STK,770
2022-05-30,001940,KISCO홀딩스,KOSPI,,17700,1,250,1.43,17600,17750,17500,27108,478495550,286321926000,16176380,STK,771
2022-05-30,045390,대아티아이,KOSDAQ,우량기업부,4020,1,60,1.52,3990,4075,3990,395849,1597016975,286029118440,71151522,KSQ,772
2022-05-30,012610,경인양행,KOSPI,,6870,1,60,0.88,6880,6920,6850,178248,1226078570,285904427550,41616365,STK,773
2022-05-30,096760,JW홀딩스,KOSPI,,4055,1,90,2.27,4000,4065,3985,54432,219308905,285653282830,70444706,STK,774
2022-05-30,089600,나스미디어,KOSDAQ,우량기업부,26950,1,300,1.13,26800,26950,26700,8427,225905650,284051975900,10539962,KSQ,775
2022-05-30,002390,한독,KOSPI,,20600,1,400,1.98,20250,20600,20250,21190,434414100,283528779800,13763533,STK,776
2022-05-30,038880,아이에이,KOSDAQ,중견기업부,956,1,3,0.31,957,960,953,1000246,954604574,281799307400,294769150,KSQ,777
2022-05-30,044340,위닉스,KOSDAQ,우량기업부,15750,1,150,0.96,15550,15800,15550,36798,576583900,281506443750,17873425,KSQ,778
2022-05-30,149950,아바텍,KOSDAQ,우량기업부,18000,3,0,0.0,17950,18100,17600,11399,203846400,280935000000,15607500,KSQ,779
2022-05-30,003200,일신방직,KOSPI,,117000,1,500,0.43,117000,117000,115500,2024,235619000,280800000000,2400000,STK,780
2022-05-30,024090,디씨엠,KOSPI,,24600,2,-50,-0.2,24700,24700,24250,26257,640879200,280440000000,11400000,STK,781
2022-05-30,123860,아나패스,KOSDAQ,벤처기업부,24000,1,300,1.27,23850,24000,23600,21746,516017600,280283064000,11678461,KSQ,782
2022-05-30,003920,남양유업,KOSPI,,389000,2,-500,-0.13,390000,391500,389000,934,363998000,280080000000,720000,STK,783
2022-05-30,003570,SNT중공업,KOSPI,,8410,1,110,1.33,8380,8410,8330,17834,149255930,279655181770,33252697,STK,784
2022-05-30,128820,대성산업,KOSPI,,6180,2,-100,-1.59,6240,6290,6130,732350,4546887500,279555254040,45235478,STK,785
2022-05-30,297890,HB솔루션,KOSDAQ,벤처기업부,16700,1,200,1.21,16500,16800,16500,27926,464813350,279107985100,16713053,KSQ,786
2022-05-30,114810,아이원스,KOSDAQ,투자주의환기종목(소속부없음),9490,1,230,2.48,9410,9540,9300,111004,1047086040,278552131260,29352174,KSQ,787
2022-05-30,052710,아모텍,KOSDAQ,중견기업부,28500,1,100,0.35,28500,28650,28200,24143,686786500,277687071000,9743406,KSQ,788
2022-05-30,023760,한국캐피탈,KOSDAQ,우량기업부,878,1,4,0.46,875,883,873,244359,214358545,277105207728,315609576,KSQ,789
2022-05-30,018000,유니슨,KOSDAQ,중견기업부,2260,1,80,3.67,2240,2280,2215,645499,1450243125,276280531980,122248023,KSQ,790
2022-05-30,080420,모다이노칩,KOSDAQ,우량기업부,3465,1,55,1.61,3410,3505,3410,54641,189270450,276235420230,79721622,KSQ,791
2022-05-30,035510,신세계 I&C,KOSPI,,16050,1,200,1.26,15950,16450,15950,55270,894680200,276060000000,17200000,STK,792
2022-05-30,002710,TCC스틸,KOSPI,,11700,1,100,0.86,11700,11850,11500,287277,3348848400,274950000000,23500000,STK,793
2022-05-30,001460,BYC,KOSPI,,439000,3,0,0.0,439000,457000,439000,474,212253000,274205985000,624615,STK,794
2022-05-30,058430,포스코스틸리온,KOSPI,,45700,1,200,0.44,45600,46250,45600,10317,472022000,274200000000,6000000,STK,795
2022-05-30,011280,태림포장,KOSPI,,3845,3,0,0.0,3880,3885,3830,114945,442452990,272248839300,70805940,STK,796
2022-05-30,035150,백산,KOSPI,,11200,2,-100,-0.88,11350,11600,11200,392064,4445062700,272216000000,24305000,STK,797
2022-05-30,079370,제우스,KOSDAQ,우량기업부,26200,1,1200,4.8,25050,26200,25000,60639,1551743900,272060800000,10384000,KSQ,798
2022-05-30,036630,세종텔레콤,KOSDAQ,우량기업부,979,2,-2,-0.2,979,1005,973,1032657,1012915073,272002361323,277836937,KSQ,799
2022-05-30,006840,AK홀딩스,KOSPI,,20500,1,700,3.54,20000,20600,20000,21199,431935950,271575000500,13247561,STK,800
2022-05-30,079430,현대리바트,KOSPI,,13200,1,150,1.15,13100,13250,13100,14507,191063950,271065722400,20535282,STK,801
2022-05-30,060280,큐렉소,KOSDAQ,중견기업부,8050,1,100,1.26,8080,8490,7760,454986,3739518210,269263395450,33448869,KSQ,802
2022-05-30,019550,SBI인베스트먼트,KOSDAQ,벤처기업부,1660,1,30,1.84,1640,1665,1635,528242,874374595,269030514500,162066575,KSQ,804
2022-05-30,044450,KSS해운,KOSPI,,11650,3,0,0.0,11700,11800,11550,61413,713187150,268950502000,23085880,STK,805
2022-05-30,003060,에이프로젠제약,KOSPI,,673,1,5,0.75,668,680,668,1495242,1009121988,268241491191,398575767,STK,806
2022-05-30,036530,SNT홀딩스,KOSPI,,16450,1,50,0.3,16400,16550,16300,7606,124831750,268198924700,16303886,STK,807
2022-05-30,053580,웹케시,KOSDAQ,우량기업부,19450,1,200,1.04,19300,19550,19100,29937,580464450,268142523600,13786248,KSQ,808
2022-05-30,347860,알체라,KOSDAQ,기술성장기업부,19150,1,450,2.41,18900,19300,18800,45084,858659650,267160577600,13950944,KSQ,809
2022-05-30,148150,세경하이테크,KOSDAQ,우량기업부,22650,3,0,0.0,23050,23150,22400,78810,1786680850,266913964650,11784281,KSQ,810
2022-05-30,214330,금호에이치티,KOSPI,,1340,1,45,3.47,1310,1355,1300,1923285,2568314305,266633025800,198979870,STK,811
2022-05-30,115960,연우,KOSDAQ,우량기업부,21500,1,900,4.37,20750,21500,20750,41633,888170550,266557000000,12398000,KSQ,812
2022-05-30,036890,진성티이씨,KOSDAQ,우량기업부,11850,1,550,4.87,11500,11900,11350,199864,2330388700,266414875800,22482268,KSQ,813
2022-05-30,002100,경농,KOSPI,,13600,1,350,2.64,13400,13600,13300,98677,1331559350,265507020000,19522575,STK,814
2022-05-30,014280,금강공업,KOSPI,,9050,1,130,1.46,8950,9080,8950,36273,327420950,265430680850,29329357,STK,815
2022-05-30,092230,KPX홀딩스,KOSPI,,62700,1,300,0.48,62900,62900,62000,399,24898600,264885304200,4224646,STK,816
2022-05-30,348150,고바이오랩,KOSDAQ,기술성장기업부,15700,1,200,1.29,15800,15800,15500,11646,181783900,264003648300,16815519,KSQ,817
